Size (nt),"A1: TR241116654","A2: TR241116655","A3: TR241116656","A4: TR241116657","A5: TR241116658","A6: TR241116659","A7: TR241116702","A8: TR241116703","A9: TR241116704","A10: TR241116705","A11: TR241116706","A12: TR241116707","B1: TR241116660","B2: TR241116661","B3: TR241116662","B4: TR241116663","B5: TR241116664","B6: TR241116665","B7: TR241116709","B8: TR241116710","B9: TR241116712","B10: TR241116713","B11: TR241116715","B12: TR241116716","C1: TR241116666","C2: TR241116667","C3: TR241116668","C4: TR241116669","C5: TR241116670","C6: TR241116671","C7: TR241116718","C8: TR241116719","C9: TR241116721","C10: TR241116722","C11: TR241116724","C12: TR241116725","D1: TR241116672","D2: TR241116673","D3: TR241116674","D4: TR241116675","D5: TR241116676","D6: TR241116677","D7: TR241116727","D8: TR241116728","D9: TR241116730","D10: TR241116731","D11: TR241116733","D12: TR241116734","E1: TR241116678","E2: TR241116679","E3: TR241116680","E4: TR241116681","E5: TR241116682","E6: TR241116683","E7: TR241116708","E8: TR241116711","E9: TR241116714","E10: TR241116717","E11: TR241116720","E12: TR241116723","F1: TR241116684","F2: TR241116685","F3: TR241116686","F4: TR241116687","F5: TR241116688","F6: TR241116689","F7: TR241116726","F8: TR241116729","F9: TR241116732","F10: R241117373","F11: R241117374","F12: R241117375","G1: TR241116690","G2: TR241116691","G3: TR241116692","G4: TR241116693","G5: TR241116694","G6: TR241116695","G7: R241117383","G8: R241117388","G9: R241117398","G10: R241117430","G11: R241117431","G12: TR241117931","H1: TR241116696","H2: TR241116697","H3: TR241116698","H4: TR241116699","H5: TR241116700","H6: TR241116701","H7: TR241117932","H8: TR241117933","H9: TR241117934","H10: TR241117935","H11: TR241117936","H12:"
10745.62,0.00,11.54,0.00,0.00,7.73,0.00,0.00,6.35,21.73,45.76,0.22,0.48,0.00,0.00,0.00,0.00,0.00,0.00,4.14,9.98,42.37,14.19,0.00,2.45,0.97,8.96,6.78,0.00,3.34,0.00,0.00,0.00,0.00,0.00,20.59,29.72,0.00,0.00,0.00,0.00,5.60,0.00,36.07,1.84,0.13,25.37,0.00,0.00,0.00,0.00,0.00,16.98,7.44,10.07,0.00,0.00,0.00,4.55,0.00,24.74,12.80,15.71,17.59,43.46,5.01,5.27,2.98,3.24,0.00,122.33,95.31,70.12,14.03,8.33,8.86,42.85,11.66,8.42,48.48,50.98,26.92,29.28,36.40,133.99,31.70,42.24,0.00,15.65,0.25,24.24,109.61,103.52,34.89,52.33,38.75,0.00
10772.74,0.00,11.42,0.00,0.00,8.53,0.00,0.00,6.11,22.09,45.41,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.00,3.43,11.92,42.17,13.29,0.00,2.52,0.45,9.65,6.66,0.00,3.07,-30.92,0.00,0.00,0.00,0.00,20.30,29.74,0.00,-9.99,0.00,0.00,5.74,-16.91,36.25,1.71,-0.08,25.03,0.00,0.00,0.00,0.00,0.00,16.75,7.61,9.91,-82.23,0.00,0.00,3.86,0.00,24.83,12.50,15.89,17.44,43.09,5.08,5.21,3.13,3.04,0.00,116.75,90.64,66.96,14.32,8.11,9.00,43.06,11.44,7.84,46.66,51.01,26.53,29.54,36.23,128.51,31.27,42.50,0.00,15.75,0.79,24.73,105.66,98.35,32.80,48.89,36.32,0.00
10799.85,0.00,11.47,0.00,0.00,9.29,0.00,0.00,5.80,22.57,45.30,0.00,1.83,0.00,0.00,0.00,0.00,0.00,0.00,2.84,13.61,42.13,12.65,0.00,2.67,0.00,10.12,6.76,0.00,2.49,0.00,0.00,0.00,0.00,0.00,19.88,29.53,0.00,0.00,0.00,0.00,5.57,0.00,36.43,1.59,0.00,24.98,0.00,0.00,0.00,0.00,0.00,16.51,7.89,9.72,0.00,0.00,0.00,3.00,0.00,24.84,12.28,15.95,17.16,42.68,5.23,5.15,3.00,2.61,0.00,111.42,86.02,63.99,14.47,7.89,9.07,43.31,11.23,7.10,44.87,50.89,26.40,29.70,35.96,123.31,30.94,42.51,0.00,15.79,1.31,25.02,102.06,93.57,30.90,45.50,34.00,0.12
10826.97,0.00,11.55,0.00,0.00,9.87,0.00,0.00,5.55,23.07,45.24,0.00,2.47,0.00,0.00,0.00,0.00,0.00,0.00,2.36,14.95,42.23,12.38,0.00,2.88,0.00,10.35,7.08,0.00,1.88,0.00,0.00,0.00,0.00,0.00,19.67,29.13,0.00,0.00,0.00,0.00,5.20,0.00,36.96,1.65,0.00,25.13,0.00,0.00,0.00,0.00,0.00,16.22,8.15,9.54,0.00,0.00,0.00,2.12,0.00,24.77,12.20,15.93,16.81,42.16,5.53,5.09,2.66,2.05,0.00,106.33,81.56,61.16,14.58,7.57,9.02,43.52,10.98,6.26,43.07,50.52,26.48,29.71,35.54,118.18,30.69,42.30,0.00,15.68,1.80,25.16,98.74,89.22,29.09,42.24,31.71,0.14
10854.09,0.00,11.49,0.00,0.00,10.26,-5.13,0.00,5.46,23.48,45.17,0.00,2.97,0.00,0.00,0.00,0.00,0.00,0.00,2.07,15.92,42.40,12.38,0.00,3.12,0.00,10.47,7.51,0.00,1.52,0.00,0.00,0.00,0.00,0.00,19.64,28.60,0.00,0.00,0.00,0.00,4.75,0.00,37.52,2.00,0.00,25.35,0.00,0.00,0.00,0.00,0.00,15.90,8.26,9.37,0.00,0.00,0.00,1.33,0.00,24.63,12.23,15.98,16.46,41.59,5.97,4.98,2.18,1.52,0.00,101.46,77.36,58.39,14.67,7.12,8.92,43.65,10.65,5.48,41.26,50.05,26.65,29.46,35.00,113.06,30.47,41.87,0.00,15.38,2.33,25.20,95.63,85.24,27.28,39.11,29.43,0.00
10881.21,0.00,11.10,0.00,0.00,10.59,0.00,0.35,5.56,23.66,45.10,0.00,3.30,0.00,0.00,-9.52,0.00,0.00,0.00,2.09,16.56,42.55,12.40,0.00,3.33,0.00,10.63,7.91,0.00,1.57,0.00,0.00,0.00,0.00,0.00,19.67,28.04,0.00,0.00,0.00,0.00,4.36,0.00,38.02,2.46,0.00,25.55,0.00,0.00,0.00,0.00,0.00,15.58,8.24,9.24,0.00,0.00,0.00,0.72,-11.69,24.55,12.27,16.26,16.20,41.12,6.51,4.79,1.64,1.33,0.00,96.83,75.40,55.55,14.69,6.62,8.91,43.69,10.25,4.94,39.54,49.66,26.81,28.95,34.49,108.05,30.20,41.31,0.00,14.94,2.93,25.14,92.69,81.46,25.41,36.14,27.19,4.40
10908.33,0.25,10.07,0.00,0.00,11.00,0.00,0.77,5.79,23.56,44.88,0.00,3.47,0.00,0.00,0.00,0.00,0.00,0.00,2.11,16.98,42.63,12.17,0.00,3.47,0.00,10.87,8.19,0.00,1.94,0.00,-20.49,0.00,0.00,0.00,19.64,27.54,-15.24,0.00,0.00,0.00,4.12,0.00,38.35,2.79,0.00,25.64,0.00,0.00,-30.38,0.00,0.00,15.27,8.19,9.20,0.00,0.00,0.00,0.32,0.00,24.47,12.23,16.54,16.06,40.92,7.04,4.58,1.11,1.14,0.00,94.62,73.45,52.64,14.70,6.20,8.97,43.60,9.78,4.70,38.04,49.47,26.91,28.26,34.19,103.26,29.81,40.77,0.00,14.49,3.51,24.95,89.80,77.76,23.52,33.33,25.03,3.96
10935.45,0.57,8.12,0.00,0.00,11.48,0.00,1.09,5.98,23.21,44.56,0.00,3.51,0.00,0.00,0.00,0.00,0.00,0.00,2.58,17.27,42.51,11.52,0.00,3.57,0.05,11.15,8.38,0.00,2.44,0.00,0.00,0.00,0.00,0.00,19.51,27.22,0.00,0.00,0.00,0.00,4.02,0.00,38.45,2.83,0.00,25.72,0.00,0.00,0.00,0.00,0.00,14.95,8.21,9.16,0.00,0.00,0.00,0.19,0.00,24.36,12.18,16.83,16.07,41.10,7.47,4.50,0.67,0.94,0.00,92.41,69.79,49.73,14.57,5.94,9.04,43.33,9.26,4.68,36.83,49.38,26.92,27.58,34.24,98.68,29.34,40.42,0.00,14.13,3.93,24.69,86.77,74.13,21.67,30.72,22.92,3.34
10962.56,0.00,5.29,0.00,0.00,11.93,0.00,1.29,5.97,22.72,44.12,0.00,3.48,0.00,0.00,0.00,0.00,0.00,0.00,3.43,17.49,42.13,10.46,0.01,3.68,0.70,11.33,8.57,0.00,2.89,0.00,0.00,0.00,0.00,0.00,19.30,27.10,0.00,0.00,0.00,0.00,4.02,0.00,38.29,2.60,0.00,25.88,0.00,0.00,0.00,0.00,0.00,14.63,8.31,9.14,0.00,0.00,0.00,0.35,0.00,24.35,11.97,17.59,16.21,41.57,7.75,4.64,0.38,0.93,0.00,88.17,66.36,47.02,14.30,5.84,9.28,42.83,8.74,4.75,35.89,49.15,26.87,27.07,34.57,94.23,28.90,40.34,0.00,13.87,4.14,24.49,83.42,70.68,19.93,28.32,20.79,2.64
10989.68,44.45,1.97,0.00,0.00,12.14,0.00,1.36,5.69,22.21,43.50,0.00,3.48,0.00,0.00,0.00,0.00,0.00,0.00,4.46,17.64,41.47,9.14,0.00,3.88,1.26,11.38,8.80,0.00,3.23,0.00,0.00,0.00,0.00,0.00,19.03,27.13,0.00,0.00,0.00,0.00,4.09,0.00,37.93,2.23,0.00,25.99,0.00,0.00,0.00,0.00,0.00,14.35,8.43,9.15,0.00,0.00,0.00,0.72,0.00,24.48,11.69,18.36,16.47,42.10,7.87,4.95,0.24,1.03,0.00,83.99,63.18,44.63,14.06,5.87,9.52,42.08,8.27,4.80,35.12,48.55,26.83,26.81,34.99,89.89,28.59,40.49,0.00,13.71,4.23,24.47,79.68,67.50,18.39,26.06,18.54,1.96
11016.80,42.58,0.00,0.00,0.00,12.07,0.00,1.24,5.18,21.71,42.66,0.00,3.65,0.00,0.00,0.00,0.00,0.00,0.00,5.44,17.67,40.62,7.77,0.00,4.16,1.61,11.32,8.98,0.00,3.51,0.00,0.00,-7.59,0.00,0.00,18.73,27.21,0.00,0.00,0.00,0.00,4.22,0.00,37.51,1.90,0.00,26.01,0.00,0.00,0.00,0.00,0.00,14.14,8.47,9.12,0.00,0.00,0.00,1.17,0.00,24.72,11.45,18.97,16.85,42.44,7.87,5.26,0.22,1.14,0.00,79.80,60.27,42.60,14.07,6.02,9.62,41.22,7.94,4.84,34.43,47.56,26.89,26.77,35.29,85.72,28.42,40.70,0.00,13.62,4.34,24.65,75.66,64.58,17.07,23.88,16.12,1.37
11043.92,40.48,0.00,0.00,0.00,11.82,0.00,0.94,4.60,21.23,41.65,0.00,4.04,0.00,-5.62,0.00,0.00,0.00,0.00,6.18,17.53,39.72,6.54,0.00,4.50,1.81,11.26,8.98,0.00,3.63,0.00,0.00,0.00,0.00,0.00,18.45,27.28,0.00,0.00,-13.37,-11.76,4.32,0.00,37.16,1.72,0.00,25.92,0.00,0.00,0.00,-40.70,-35.59,14.04,8.40,8.99,0.00,-8.69,-1.99,1.33,0.00,25.00,11.28,19.35,17.07,42.46,7.81,5.32,0.26,1.14,-12.86,75.56,57.56,40.80,14.42,6.24,9.56,40.41,7.80,4.87,34.07,46.32,26.99,26.82,35.36,81.75,28.33,40.84,0.00,13.54,4.52,24.94,71.59,61.86,15.93,21.72,13.60,0.89
11071.04,38.33,0.00,0.00,0.00,11.59,0.00,0.56,4.12,20.80,40.58,0.00,4.59,0.00,0.00,0.00,0.00,0.00,-6.08,6.62,17.36,38.88,5.57,0.00,4.84,1.98,11.34,8.74,0.00,3.75,0.00,0.00,0.00,0.00,0.00,18.23,27.32,0.00,0.00,0.00,0.00,4.42,0.00,36.90,1.66,0.00,25.77,0.00,0.00,0.00,0.00,0.00,13.95,8.25,8.77,0.00,0.00,0.00,1.48,0.00,25.23,11.12,19.50,17.29,42.19,7.76,5.37,0.32,0.91,0.00,71.36,54.89,39.07,14.99,6.52,9.39,39.76,7.84,4.91,33.72,45.08,27.09,26.83,35.16,77.97,28.26,40.85,0.00,13.40,4.74,25.19,69.69,59.29,14.83,19.59,11.07,0.51
11098.16,36.38,0.00,0.00,0.00,11.51,0.00,0.41,3.86,20.43,39.59,0.00,5.20,0.00,0.00,0.00,0.00,0.00,0.00,6.78,17.19,38.20,4.85,0.00,4.94,2.21,11.64,8.40,0.00,3.93,0.00,0.00,0.00,0.00,0.00,18.12,27.32,0.00,0.00,0.00,0.00,4.66,0.00,36.68,1.62,0.00,25.60,0.00,0.00,0.00,0.00,0.00,13.69,8.08,8.55,0.00,0.00,0.00,1.51,0.00,25.32,10.90,19.51,17.74,41.80,7.56,5.26,0.30,0.45,0.00,67.38,52.11,37.28,15.60,6.88,9.28,39.24,7.99,5.03,32.93,44.00,27.36,26.74,34.74,74.31,28.20,40.72,0.00,13.17,4.96,25.28,67.79,56.87,13.61,17.53,8.62,0.22
11125.27,34.97,0.00,0.00,0.00,11.57,0.00,0.26,3.85,20.29,38.71,0.00,5.74,0.00,0.00,0.00,0.00,0.00,0.00,6.73,16.65,37.77,4.31,0.00,5.04,2.50,12.14,8.20,0.00,3.96,0.00,0.00,0.00,0.00,0.00,18.16,27.23,0.00,0.00,0.00,0.00,4.85,0.00,36.43,1.51,0.00,25.41,0.00,0.00,0.00,0.00,0.00,13.30,7.96,8.41,0.00,0.00,0.00,1.23,0.00,25.19,10.53,19.41,18.05,41.45,7.31,5.07,0.12,0.00,0.00,63.79,49.18,35.50,16.08,7.28,9.36,38.75,8.18,5.22,31.97,43.14,27.51,26.61,34.18,70.77,27.99,40.45,0.00,12.92,5.18,25.22,64.50,54.61,12.18,15.61,6.32,0.04
11152.39,34.44,0.00,0.00,0.00,11.67,0.00,0.18,3.97,20.15,37.87,0.00,6.19,0.00,0.00,0.00,0.40,0.00,0.00,6.54,16.01,37.58,3.89,0.00,4.99,2.79,12.70,8.30,0.00,3.75,0.00,0.00,0.00,0.00,0.00,18.36,27.00,0.00,0.00,0.00,0.00,4.89,0.00,36.12,1.28,0.00,25.10,-5.36,0.00,0.00,0.00,0.00,12.83,7.95,8.33,0.00,0.00,0.00,0.75,0.00,24.86,9.96,19.26,18.09,41.19,7.02,4.96,0.00,0.00,0.00,60.66,46.25,33.85,16.37,7.60,9.64,38.20,8.33,5.39,30.79,42.48,27.40,26.60,33.58,67.39,27.70,40.00,0.00,12.71,5.41,25.10,61.84,52.42,10.58,13.86,4.25,0.00
11179.51,34.87,0.00,0.00,0.00,11.74,0.00,0.36,4.11,19.92,36.89,0.00,6.50,0.00,0.00,0.00,0.83,0.00,0.00,6.26,15.41,37.48,3.54,0.00,4.69,2.99,12.92,8.62,0.00,3.24,0.00,0.00,0.00,0.00,0.00,18.70,26.80,0.00,0.00,0.00,0.00,4.74,0.00,35.73,0.90,0.00,24.62,0.00,0.00,0.00,0.00,0.00,12.44,7.94,8.25,0.00,0.00,0.00,0.19,0.00,24.36,9.20,19.12,17.79,40.94,6.70,4.94,-0.44,0.00,0.00,57.88,43.48,32.47,16.46,7.70,9.95,37.89,8.42,5.47,29.45,41.95,27.03,26.81,33.02,64.18,27.33,39.40,0.00,12.61,5.58,25.02,59.70,50.19,8.94,12.29,2.48,0.00
11206.63,36.08,0.00,0.00,0.00,11.85,0.00,0.79,4.19,19.69,35.69,0.00,6.68,0.00,0.00,0.00,0.98,0.00,0.00,5.91,15.04,37.28,3.23,0.00,4.24,3.07,13.14,8.96,0.00,2.53,0.00,0.00,0.00,-0.96,0.00,19.05,26.60,0.00,0.00,0.00,0.00,4.47,0.00,35.29,0.40,0.00,23.98,0.00,0.00,0.00,0.00,0.00,12.24,8.02,8.11,0.00,0.00,0.00,0.00,0.00,23.74,8.33,19.02,17.25,40.65,6.40,4.85,0.00,0.00,0.00,55.34,40.94,31.34,16.42,7.50,10.07,37.59,8.49,5.36,28.08,41.52,26.52,27.18,32.60,61.04,26.89,38.75,0.00,12.59,5.65,25.00,57.81,49.03,7.36,10.87,1.06,0.09
11233.75,37.61,0.00,0.00,0.00,12.10,0.00,1.40,4.21,19.44,34.30,0.00,6.70,0.00,0.00,0.00,0.79,-5.88,0.00,5.48,14.96,37.06,3.10,0.00,3.87,3.05,13.36,9.17,0.00,1.82,0.00,0.00,0.00,0.00,0.00,19.23,26.11,0.00,0.00,0.00,0.00,4.16,0.00,34.84,0.00,0.00,23.32,0.00,0.00,0.00,0.00,0.00,12.19,8.11,7.89,0.00,0.00,0.00,0.00,0.00,23.09,7.51,18.98,16.66,40.32,6.14,4.55,0.00,0.00,0.00,53.03,38.56,30.33,16.32,7.07,9.86,37.01,8.53,5.03,26.82,41.18,25.96,27.53,32.31,57.79,26.40,38.18,0.00,12.63,5.65,25.03,55.81,47.88,5.84,10.23,0.00,0.34
11260.87,38.91,0.00,0.00,0.00,12.54,0.00,2.16,4.21,19.18,32.90,0.00,6.61,0.00,0.00,0.00,0.30,0.00,0.00,4.91,15.13,36.84,2.96,0.00,3.75,2.97,13.36,9.21,0.00,1.30,0.00,0.00,0.00,0.00,0.00,19.12,25.67,0.00,0.00,0.00,0.00,3.86,0.00,34.44,0.00,0.00,22.76,0.00,0.00,0.00,0.00,0.00,12.15,8.07,7.61,0.00,0.00,0.00,0.00,0.00,22.50,6.89,18.97,16.16,40.03,5.92,4.10,0.00,0.00,0.00,51.04,36.28,29.30,16.22,6.53,9.39,36.53,8.50,4.52,25.75,40.93,25.35,27.71,32.11,54.36,25.95,37.96,0.00,12.69,5.64,25.10,53.47,45.59,4.39,9.59,4.21,0.69
11287.98,39.48,0.00,0.00,0.00,13.11,0.00,3.00,4.21,18.93,31.68,0.00,6.47,0.00,0.00,0.00,0.00,0.00,0.00,4.20,15.38,36.17,2.72,0.00,3.90,2.88,13.26,9.17,0.00,1.14,0.00,0.00,0.00,0.00,0.00,18.70,25.46,0.00,0.00,0.00,0.00,3.57,0.00,34.11,0.00,0.00,22.35,0.00,0.00,0.00,0.00,0.00,12.02,7.82,7.35,0.00,0.00,0.00,0.00,0.00,22.05,6.54,18.98,15.82,39.94,5.74,3.77,0.00,0.00,0.00,49.33,34.05,28.15,16.11,6.25,8.86,36.15,8.37,3.94,24.86,40.73,24.58,27.65,31.89,50.86,25.60,37.73,0.00,12.74,5.66,25.23,50.83,43.45,3.03,8.44,3.77,1.04
11315.10,39.17,0.00,0.00,0.00,13.66,0.00,3.80,4.15,18.69,30.73,0.00,6.36,0.00,0.00,0.00,0.00,0.00,0.00,3.41,15.54,35.41,2.52,-2.64,4.18,2.88,13.16,9.18,-15.06,1.35,0.00,0.00,0.00,0.00,0.00,18.11,25.55,0.00,0.00,0.00,0.00,3.22,0.00,33.82,0.00,0.00,22.02,0.00,0.00,0.00,0.00,0.00,11.84,7.45,7.20,0.00,0.00,0.00,0.00,0.00,21.73,6.39,19.02,15.64,39.85,5.60,3.76,0.00,0.33,0.00,47.75,31.86,26.86,15.92,5.97,8.48,35.85,8.24,3.40,24.06,40.48,23.65,27.41,31.53,47.47,25.39,37.27,0.00,12.77,5.81,25.38,48.11,41.50,1.87,7.32,3.33,1.26
11342.22,38.19,0.00,0.00,0.00,14.07,0.00,4.50,4.00,18.41,30.02,0.00,6.26,0.00,0.00,0.00,0.00,0.00,0.00,2.65,15.51,34.69,2.38,0.00,4.43,3.10,13.12,9.19,0.00,1.89,0.00,0.00,0.00,0.00,-10.84,17.54,25.87,0.00,0.00,0.00,0.00,2.78,0.00,33.54,0.00,0.00,21.66,0.00,-26.43,0.00,0.00,0.00,11.67,7.08,7.23,0.00,0.00,0.00,0.00,0.00,21.47,6.30,19.05,15.58,39.79,5.56,4.06,0.00,0.68,0.00,46.04,29.74,26.15,15.58,5.45,8.30,35.63,8.11,3.00,23.26,40.05,22.69,27.03,31.00,44.40,25.26,36.64,0.00,12.81,6.10,25.41,45.62,39.68,0.96,6.07,2.84,1.25
11369.34,36.90,0.00,0.00,8.98,14.31,0.00,5.08,3.77,18.00,29.46,0.00,6.13,0.00,0.00,0.00,0.00,0.00,0.00,2.09,15.23,34.14,2.37,0.00,4.59,3.62,13.16,9.40,0.00,2.62,0.00,0.00,0.00,0.00,0.00,17.09,26.26,0.00,0.00,0.00,0.00,2.26,0.00,33.24,0.00,0.00,21.18,0.00,0.00,0.00,0.00,0.00,11.54,6.83,7.40,0.00,0.00,0.00,0.00,0.00,21.17,6.15,19.03,15.64,39.80,5.63,4.47,0.00,0.84,0.00,44.08,27.76,25.43,15.05,4.99,8.24,35.52,7.78,2.81,22.42,39.26,21.90,26.53,30.33,41.73,25.15,35.84,0.00,12.87,6.47,25.18,43.46,37.88,0.34,4.64,2.33,0.99
11396.46,35.53,0.00,0.00,9.01,14.36,0.00,5.59,3.55,17.36,28.96,0.27,5.91,0.00,0.00,0.00,0.00,0.00,0.00,1.85,14.72,33.84,2.56,0.00,4.66,4.33,13.26,9.87,0.00,3.36,0.00,0.00,0.00,0.00,0.00,16.70,26.55,0.00,0.00,0.00,0.00,1.77,0.00,32.97,-2.06,0.00,20.59,0.00,0.00,0.00,0.00,0.00,11.37,6.73,7.60,-95.04,0.00,0.00,0.00,0.00,20.80,5.88,18.95,15.81,39.77,5.73,4.77,0.54,0.83,0.00,41.88,26.03,23.92,14.39,4.61,8.17,35.52,7.45,2.87,21.55,37.98,21.40,25.88,29.63,39.40,25.00,35.04,0.00,12.90,6.83,24.69,41.51,36.08,0.00,3.11,2.08,0.60
11423.58,34.08,0.00,0.00,9.10,14.40,0.00,6.12,3.42,16.46,28.51,1.29,5.63,0.00,0.00,0.00,0.16,0.00,0.00,2.05,14.05,33.75,3.02,0.00,4.69,4.99,13.39,10.55,0.00,3.95,0.00,0.00,0.00,0.00,0.00,16.23,26.66,0.00,0.00,0.00,0.00,1.43,0.00,32.77,0.00,0.00,20.03,0.00,0.00,0.00,0.00,0.00,11.10,6.80,7.68,0.00,0.00,0.00,0.00,0.00,20.40,5.53,18.85,16.04,39.56,5.73,4.89,1.12,0.62,0.00,39.60,24.61,22.46,13.73,4.25,8.07,35.50,7.21,3.10,20.72,36.27,21.17,25.04,29.00,37.29,24.81,34.39,0.00,12.81,7.11,24.13,39.57,34.35,10.17,1.73,1.84,0.24
11450.69,32.52,0.00,0.00,9.33,14.30,0.00,6.72,3.51,15.35,28.02,2.42,5.51,0.00,0.00,0.00,0.47,0.00,0.00,2.74,13.32,33.71,3.71,0.00,4.71,5.39,13.45,11.36,0.00,4.26,-26.99,0.00,0.00,0.00,0.00,15.63,26.62,0.00,-9.52,0.00,0.00,1.34,-13.39,32.71,0.00,-8.77,19.67,0.00,0.00,0.00,0.00,0.00,10.76,7.04,7.55,0.00,0.00,0.00,0.00,0.00,20.03,5.17,18.83,16.32,39.12,5.58,4.87,1.49,0.13,0.00,37.45,23.50,21.17,13.20,3.87,7.98,35.33,7.14,3.40,19.98,34.35,21.13,24.09,28.47,35.22,24.58,33.99,-2.57,12.50,7.27,23.89,37.60,32.77,10.32,0.73,1.41,0.08
11477.81,30.94,0.00,0.00,9.67,13.92,0.00,7.37,3.85,14.20,27.41,3.58,5.39,0.00,0.00,0.00,0.53,0.00,0.00,3.82,12.61,33.56,4.54,0.00,4.71,5.50,13.35,12.15,0.00,4.32,0.00,0.00,0.00,0.00,0.00,14.97,26.50,0.00,0.00,0.00,0.00,1.44,0.00,32.64,0.00,0.00,19.66,0.00,0.00,-34.73,0.00,0.00,10.46,7.44,7.23,0.00,0.00,0.00,0.00,0.00,19.76,4.86,18.95,16.64,38.48,5.33,4.79,1.52,0.00,0.00,35.65,22.59,20.12,12.84,3.48,7.94,34.89,7.22,3.64,19.30,32.52,21.16,23.18,28.00,33.12,24.33,33.80,0.00,12.02,7.31,23.66,35.71,31.38,10.44,0.20,1.03,0.18
11504.93,29.48,0.00,0.00,10.04,13.20,0.00,7.97,4.43,13.20,26.62,4.64,5.26,0.00,0.00,0.00,0.39,0.00,0.00,5.09,12.00,33.23,5.40,0.00,4.73,5.47,13.04,12.74,0.00,4.21,0.00,0.00,0.00,0.00,0.00,14.67,26.32,0.00,0.00,0.00,0.00,1.60,0.00,32.57,0.00,0.00,19.99,0.00,0.00,0.00,0.00,0.00,10.27,7.88,6.79,0.00,0.00,0.00,0.00,0.00,19.62,4.75,19.26,17.02,37.79,5.10,4.74,1.18,0.00,0.00,34.33,21.73,19.27,12.64,3.15,7.90,34.25,7.34,3.81,18.62,31.77,21.18,22.53,27.54,30.99,24.09,33.80,0.00,11.50,7.28,23.37,34.10,30.12,10.36,0.00,0.67,0.48
11532.05,28.19,0.00,0.00,10.31,12.17,0.00,8.40,5.09,12.43,25.64,5.46,5.28,0.00,0.00,0.25,0.12,0.00,0.00,6.25,11.52,32.76,6.25,0.00,4.79,5.41,12.59,13.00,0.00,4.05,0.00,0.00,0.00,0.00,0.00,14.37,26.04,0.00,0.00,0.00,0.00,1.71,0.00,32.55,0.00,0.00,20.46,0.00,0.00,0.00,0.00,0.00,10.16,8.22,6.30,0.00,0.00,0.00,0.63,0.00,19.60,4.63,19.73,17.45,37.19,4.93,4.76,0.60,0.00,0.00,33.48,20.80,18.48,12.52,2.99,7.78,33.56,7.33,3.98,17.88,31.01,21.13,22.25,27.07,28.92,23.83,33.91,0.00,11.07,7.29,23.13,32.78,28.89,9.96,1.84,0.34,0.80
11559.17,26.99,53.93,0.00,10.41,11.03,0.00,8.60,5.62,11.85,24.49,6.02,5.43,0.00,0.00,0.55,0.00,0.00,0.00,7.08,11.18,32.20,7.05,0.00,4.90,5.32,12.10,12.89,0.00,3.96,0.00,-14.26,0.00,0.00,0.00,13.89,25.60,-10.16,0.00,0.00,0.00,1.76,0.00,32.55,0.00,0.00,20.63,0.00,0.00,0.00,0.00,0.00,10.08,8.34,6.05,0.00,0.00,0.00,1.50,0.00,19.56,4.50,19.99,17.97,36.76,4.78,4.85,0.00,0.00,0.00,33.18,19.76,17.61,12.44,3.03,7.65,33.01,7.09,4.22,17.09,29.90,20.95,22.33,26.86,27.06,23.50,34.01,0.00,10.77,7.41,22.78,31.60,27.65,9.28,1.85,0.10,1.05
11586.29,25.73,54.06,0.00,10.34,10.04,0.00,8.63,5.89,11.35,23.17,6.41,5.64,0.30,0.00,0.79,0.00,0.00,0.00,7.44,10.96,31.47,7.73,0.00,4.99,5.16,11.65,12.48,0.00,4.04,0.00,0.00,0.00,0.00,0.00,13.47,24.98,0.00,0.00,0.00,0.00,1.84,0.00,32.51,0.00,0.00,20.79,0.00,0.00,0.00,0.00,0.00,9.95,8.23,5.81,0.00,0.00,0.00,2.13,0.00,19.39,4.45,20.24,18.52,36.50,4.59,4.98,0.00,0.00,0.00,32.88,18.66,16.60,12.38,3.22,7.52,32.67,6.60,4.49,16.33,29.17,20.59,22.59,26.65,25.46,23.09,33.90,0.00,10.61,7.60,22.25,30.43,26.49,8.46,1.63,0.00,1.19
11613.40,24.35,54.12,0.00,10.17,9.34,0.00,8.59,5.89,10.84,21.69,6.80,5.82,0.74,0.00,0.91,0.00,0.00,0.00,7.31,10.76,30.46,8.21,0.00,4.92,4.98,11.23,11.88,0.00,4.27,0.00,0.00,-5.08,0.00,0.00,13.06,24.20,0.00,0.00,0.00,0.00,1.93,0.00,32.35,0.00,0.00,20.72,0.00,0.00,0.00,0.00,0.00,9.72,8.01,5.35,0.00,0.00,0.00,2.52,0.00,19.04,4.47,20.64,19.01,36.41,4.32,5.05,0.00,0.00,0.00,32.24,17.53,15.51,12.30,3.44,7.14,32.47,5.96,4.69,15.66,28.77,20.04,22.83,26.32,24.12,22.68,33.41,0.00,10.57,7.79,21.58,29.25,25.52,7.72,1.20,0.03,1.31
